ProductNumber,ProductArName,ProductEnName,BrandName,CounrtyEn,PackageVolume,UnitEn,manufactureenglishname,ListedNameEn
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-0140124Code4-158749,توثي اسبراي فور ثوت ,Toothy Aspray for Thtoat ,Toothy,Egypt,60,Milliliter (ml),EGYPTIAN COMPANY FOR COSMETICS ,HAMYAT ALNUKHBA FOR TRADING ESTABLISHMENT
2019-0140114-158767,المستشفى الجامعي بجدة فرشاه ومعجون اسنان ,university hospital jeddah brush toothpaste,university hospital jeddah ,China,10,Gram (g),yang zhou lucky tourist products factory,lotus flower trading est.
2019-0140114-158767,المستشفى الجامعي بجدة فرشاه ومعجون اسنان ,university hospital jeddah brush toothpaste,university hospital jeddah ,China,20,Gram (g),yang zhou lucky tourist products factory,lotus flower trading est.
2019-0140114-158767,المستشفى الجامعي بجدة فرشاه ومعجون اسنان ,university hospital jeddah brush toothpaste,university hospital jeddah ,China,30,Gram (g),yang zhou lucky tourist products factory,lotus flower trading est.
2018-0140114-107361,"وايت جلو , معجون أسنان مبيض بجزيئات الفحم النشط , مزيل صبغات الأسنان العنيدة ","White Glo , Activated Charcoal Whitening toothpaste , Deep Stain Remover",white Glo,China,100,Milliliter (ml),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2018-0140114-107365,معجون أسنان كولجيت مستخلصات طبيعية بياض ناصع,"Colgate Toothpaste Natural Extracts Radiant White (with seaweed and salt), 75 ml",Colgate,China,75,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2018-0140114-107396,لوازم العناية بالأسنان,DENTAL KIT,Asprey,China,10,Gram (g),ADA Cosmetics International GmbH,Rolaco Hospitality Supplies
2017-0140124Code4-089165,بيوريزم بخاخ للعناية بالفم,purism mouth care spray,Purism,Egypt,60,Milliliter (ml),Egyptian Co for Cosmetics ,MESK GLOBAL COMPANY
2017-0140124Code4-089165,بيوريزم بخاخ للعناية بالفم,purism mouth care spray,Purism,Egypt,120,Milliliter (ml),Egyptian Co for Cosmetics ,MESK GLOBAL COMPANY
2017-0140114-089306,معجون أسنان كولجيت ضد التسوس للأطفال منيونز ٦+ سنو,"Colgate Anticavity Toothpaste for Kids, Minions 6+",Colgate,Poland,50,Milliliter (ml),COLGATE-PALMOLIVE MANUFACTURING (POLAND) SPÖLKAZ,General Trading Company
2017-0140124-067588,كامودينت-IV,Camodent-IV mouthwash freshener extra chamomile ex,Camodent-IV,Jordan,300,Milliliter (ml),Juman Pharmaceutical and Cosmetic Factory,Amal Fahed Ali Algufidi Trading Establishment
2018-014015401541-125083,شوغار بلام فيري,Lush Sugar Plum Fairy Lip Scrub,LUSH,United Kingdom,25,Gram (g),Lush Manufacturing Limited,Lush Mena Trading Est
2018-0140134Code6-125107,[كرست لصقات],[crest 3d white],CREST,United States,40,Piece,procter & gamble,exir alhyatt trading
2018-0140124-125201,غسول الفيم بالصبار ثلاثي المفعول من ايكوليبرا,ALO TRIPLE ACTION MOUTH WASH,EQUILIBRA,Italy,500,Milliliter (ml),EQUILIBRA SRL,UNITED MEDICAL SERVICES CO.
2016-0140114-010522,اوبتيما الودنت معجون اسنان قمة البياض الطبيعي,optima Whitening Aloe Vera Toothpaste,AloeDent,Italy,100,Milliliter (ml),Optima Consumer Health Ltd,AL-DAWAA Medical Services Co.Ltd
2016-0140114-010578,هيمالايا أعشاب معجون أسنان،عشبي  لبياض براق ,himalaya herbals toothpaste sparkly white herbal,Himalaya Herbals,United Arab Emirates,100,Milliliter (ml),Gulf Center for Soap and Chemical Industries L.L.C,Sara Group Holding
2016-0140114-010578,هيمالايا أعشاب معجون أسنان،عشبي  لبياض براق ,himalaya herbals toothpaste sparkly white herbal,Himalaya Herbals,United Arab Emirates,75,Milliliter (ml),Gulf Center for Soap and Chemical Industries L.L.C,Sara Group Holding
2016-0140134Code6-010585,(اوري-وايت معجون لتبيض الاسنان),the herbalist Ore-White whitening toothpaste,the herbalist,Germany,75,Gram (g),DENTAL-Kosmetik GmbH &Co.KG,"Shabakat Alaamal Store Co, Ltd."
2016-0140114-010598,"بيوريبير للعناية بالفم والأسنان, مزيل حساسية الأسن","Biorepair Oral Care,  desensitizing Enamel Repair ",بيوريبير,Italy,50,Milliliter (ml), Coswell SpA,Medical and Pharmaceutical Services Co.
2016-0140114-041829,سنسوداين معجون أسنان جل تنظيف عميق,Sensoyne toothpaste Deep CleanGel,Sensodyne,Egypt,75,Milliliter (ml),EVA Cosmetics Co,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140134Code6-041844,أوباليسينس جو لاصقات الاسنان بالنعناع 15%,opalescence go teeth paches with mint 15%,opalescence ,United States,133,Gram (g),"ultradent products, Inc.",dental era est.
2016-02-003789,أوباليسينس جو لاصقات أسنان بالخوخ10%,opalescence go teeth paches with peach10%,opalescence ,United States,10,Piece,"ultradent products, Inc.",dental era est.
2016-02-003789,أوباليسينس جو لاصقات أسنان بالنعناع10%,opalescence go teeth paches with mint10%,opalescence ,United States,10,Piece,"ultradent products, Inc.",dental era est.
2016-02-003789,أوباليسينس جو لاصقات الاسنان بالبطيخ10%,opalescence go teeth patches with melon10%,opalescence ,United States,10,Piece,"ultradent products, Inc.",dental era est.
2016-04-001204,اوه وايت بين وايت +دي اند نايت وايتنق بين ,Oh!white pen white +day and night whiting pen ,Oh!white,Spain,2,Milliliter (ml),VAYRIM DERMOLIFE COSMETIC S.L.,AL-DAWAA Medical Services Co.Ltd
2016-04-001204,اوه وايت بين وايت +دي اند نايت وايتنق بين ,Oh!white pen withe+day and night whitening pen,Oh!white,Spain,2,Milliliter (ml),VAYRIM DERMOLIFE COSMETIC S.L.,AL-DAWAA Medical Services Co.Ltd
2016-0140124-041867,أورال بي برو إكسبرت غسول الفم تنظيف عميق مع نعناع ,Oral B Pro Expert Deep Clean Mild Mint Mouthwash,ORAL B,Germany,250,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140124-041960,أورال بي برو إكسبرت غسول الفم مُثبت طبيا مع نعناع ,Oral B Pro Expert Fresh Mint Mouth Wash,ORAL B,Germany,250,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140124-041961,أورال بي برو إكسبرت غسول الفم أسنان قوية مع فلوراي,Oral B Pro Expert Strong Teeth Mint Mouthwash,ORAL B,Germany,250,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2017-0140124Code5-056232,تيني جل معطر للفم,TINY mouth refreshing gel,TINY,Saudi Arabia,20,Gram (g),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2017-0140124-059092,أوروفلام غسول للفم,Oroflam Mouth Wash,Oroflam,Saudi Arabia,240,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2017-0140124-063210,أورو فرش كير  - بخاخ منعش للفم بالبرتقال ,Oro FreshCare- Mouth Freshener Orange,Oro FreshCare,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-065413,كيورادنت غسول الفم,Q.ORADENT mouthwash,Q.ORADENT,Saudi Arabia,250,Milliliter (ml),Health and Beauty for cosmetic products,Health and Beauty Factorty for cosmetic Products
2017-014015401541-067030,ماندي زيت الخروع بنكهة الشوكولاته,mandy Castor Oil With Chocolate Flavor,Castor Oil Chocolate - زيت الخروع بنكهة الشوكولاته,Kingdom of Saudi Arabia,60,Milliliter (ml),Mohammed Salim Alkahwaji factory for Cosmetics,MOHAMMAD SALIM ALKAHWAJI FACTORY FORCOSMETICS &SHA
2017-014015401541-073479,بيور كلف اويل معطر للفم,PURE CLOVE OIL mouth refreshner,PURE CLOVE OIL mouth refreshner,Kingdom of Saudi Arabia,15,Milliliter (ml),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2018-0140124Code4-095904,نولسر جل جل للعناية بالفم,NOULCER GEL oral care gel,NOULCER GEL oral care gel,Saudi Arabia,30,Gram (g),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2018-0140124-095965,أكوامينت كير غسول للفم,Aquament Care Mouth Wash,Aquament Care,Saudi Arabia,250,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2019-02-017706,كلوس اب معجون اسنان نسيم بارد,CLOSEUP TOOTHPASTE COOL BREEZE,CLOSEUP,Egypt,120,Milliliter (ml),unilever global company,alebdaa alkhas
2019-02-017706,كلوس اب معجون اسنان انتعاش النعناع,CLOSEUP TOOTHPASTE MENTHOL FRESH,CLOSEUP,Egypt,120,Milliliter (ml),unilever global company,alebdaa alkhas
2019-02-017706,كلوس اب معجون اسنان احمر حار,CLOSEUP TOOTHPASTE RED HOT,CLOSEUP,Egypt,120,Milliliter (ml),unilever global company,alebdaa alkhas
2019-02-017707,كولجيت معجون اسنان ,COLGATE TOOTHPASTE FRESH CONFIDENCE,COLGATE ,Saudi Arabia,125,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017707,كولجيت معجون اسنان ,COLGATE TOOTHPASTE FRESH CONFIDENCE,COLGATE ,Saudi Arabia,125,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017707,كولجيت معجون اسنان ,COLGATE TOOTHPASTE HERBAL,COLGATE ,China,125,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017707,كولجيت معجون اسنان ,COLGATE TOOTHPASTE SENSITIVE PRO RELIEF,COLGATE ,Poland,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017707,كولجيت معجون اسنان ,COLGATE TOOTHPASTE MAXIMUM CAVITY PROTECTION,COLGATE ,Saudi Arabia,175,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners ,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017709,مود ماتشر قلم محدد شفاه,MOODmatcher Lip Liners lipstick,MOODmatcher Lip Liners,United States,1,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-014015401541-158842,فرشاه اسنان استيرا بالفحم النشط,TOOTHBRUSH ASTERA PARODONT CHARCOAL,Astera,Bulgaria,1,Piece,AROMA AD,Hadaiq Alsabar commercial establishment
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017714,مود ماتشر احمر شفاه لامع,MOODmatcher LACQUER GLOSS lipstick,MOODmatcher LACQUER GLOSS,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2017-0140114-067753,GANOZHI TOOTHPASTE,DXN GANOZHI TOOTHPASTE,DXN,Malaysia,150,Gram (g),DXN Industries (M) Sdn. Bhd. (410731-D),S.A.ABOHIMID
2017-0140114-067805,روكس فورست نون معجون اسنان بالتوت البري,ROCS forest noon with Raspberry,ROCS,Russia,60,Milliliter (ml),DRC Global Ltd,Branch of Abdul Aziz Mesfer Al Asmary for Trading
2016-0140124-011049,كول دنت, Health Well Egypt Mouth Wash cool dent,Health Well Egypt,Egypt,200,Milliliter (ml),sina cosmetics&perfumes co,top construction est
2016-0140114-042194,جم معجون أسنان أكتيفيتال,Gum Toothpaste ActiVital,GUM,Spain,75,Milliliter (ml),Sunstar Europe SA,alajaji trading company
2016-0140114-042194,جم معجون أسنان أكتيفيتال,Gum Toothpaste ActiVital,GUM,Spain,12,Milliliter (ml),Sunstar Europe SA,alajaji trading company
2018-0140114-125315,مستشفى القاضي التخصصي طقم عناية بالاسنان ,al qadi speciality hospital dental kit,al qadi speciality hospital ,China,5,Milliliter (ml),Yangzhou Lucky Tourist Products Factory,"Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,3,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,5,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,6,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,10,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,18,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2018-0140114-125325,فقية مستشفى د.سليمان فقيه فرشاة اسنان  , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL dental kit , FAKEEH DR.SOLIMAN FAKEEH HOSPITAL,China,20,Gram (g),"YANGZHOU ECOWAY HOTEL SUPPLY CO.,LTD","Tazia Trading, Est."
2019-0140114-142042,معجون برش اب جل اخضر بخلاصة النعناع القوية ,BRUSH UP STRONG GREEN MINTY GEL ,BRUSH UP,United Arab Emirates,180,Gram (g),ANSAR HARFORD FZC,Matajer Al Ghithae Al Mufeed Est for Imports
